id,complaint_id,fraud_type,amount,mule_account_id,withdrawal_atm_id,withdrawal_lat,withdrawal_long,location_name,timestamp,status
532,CMP10531,UPI Phishing,14676,MULE_BLR_438,ATM_BLR_6509,12.98350317224092,77.60391763892285,Bangalore Urban,2025-01-12 03:30:12,Open
533,CMP10532,UPI Phishing,3655,MULE_BLR_862,ATM_BLR_5191,12.973221807143139,77.59807687629255,Bangalore Urban,2025-07-11 23:16:13,Open
534,CMP10533,UPI Phishing,8981,MULE_BLR_547,ATM_BLR_4350,12.9712357902826,77.59655969064312,Bangalore Urban,2025-05-07 05:21:05,Open
535,CMP10534,UPI Phishing,4735,MULE_BLR_961,ATM_BLR_8447,12.971898081861095,77.6015678286485,Bangalore Urban,2025-03-12 14:52:13,Open
536,CMP10535,Investment Scam,362202,MULE_RINGLEADER_01,ATM_DEL_02,28.629324421736023,77.2192667339035,Connaught Place Block B,2025-07-09 08:17:41,Open
537,CMP10536,UPI Phishing,8666,MULE_BLR_258,ATM_BLR_3449,12.983838992982758,77.58895933369067,Bangalore Urban,2025-03-24 09:06:01,Open
538,CMP10537,Investment Scam,80576,MULE_RINGLEADER_01,ATM_DEL_03,28.631842228402103,77.22040466785978,Barakhamba Road,2025-05-18 19:12:30,Open
539,CMP10538,Investment Scam,151564,MULE_RINGLEADER_02,ATM_DEL_03,28.632443318075122,77.22036416029765,Barakhamba Road,2025-11-06 20:20:11,Open
540,CMP10539,Matrimonial Scam,97178,MULE_RAND_1748,ATM_GEN_41448,22.75218,72.68533,"Kheda, India",2025-05-13 04:11:16,Open
541,CMP10540,Job Scam,81884,MULE_RAND_3977,ATM_GEN_68125,29.21399,78.95693,"Kashipur, India",2025-08-20 12:34:02,Open
542,CMP10541,Investment Scam,449274,MULE_RINGLEADER_02,ATM_DEL_03,28.631856714604783,77.21995165882626,Barakhamba Road,2025-09-30 07:30:22,Open
543,CMP10542,Matrimonial Scam,5458,MULE_RAND_7981,ATM_GEN_56076,29.21399,78.95693,"Kashipur, India",2025-08-04 20:20:52,Open
544,CMP10543,Lottery Fraud,77811,MULE_RAND_9515,ATM_GEN_30974,10.58806,77.24779,"Udumalaippettai, India",2025-07-20 15:18:53,Open
545,CMP10544,Job Scam,13231,MULE_RAND_4939,ATM_GEN_17970,18.18158,76.03889,"Osmanabad, India",2025-02-03 05:58:14,Open
546,CMP10545,Lottery Fraud,25791,MULE_RAND_7548,ATM_GEN_73103,25.92127,86.79271,"Madhipura, India",2025-10-07 15:34:56,Open
547,CMP10546,Investment Scam,202270,MULE_RINGLEADER_01,ATM_DEL_02,28.629323508526383,77.21860894628804,Connaught Place Block B,2025-06-07 20:11:04,Open
548,CMP10547,Matrimonial Scam,66953,MULE_RAND_1909,ATM_GEN_88124,24.41288,76.56719,"Aklera, India",2025-08-04 14:37:02,Open
549,CMP10548,UPI Phishing,19014,MULE_BLR_517,ATM_BLR_9132,12.973065331986776,77.59571280958056,Bangalore Urban,2025-10-22 10:36:24,Open
550,CMP10549,Investment Scam,360419,MULE_RINGLEADER_01,ATM_DEL_01,28.631230604433668,77.21629949437451,Connaught Place Block A,2025-04-04 07:58:53,Open
551,CMP10550,Lottery Fraud,17703,MULE_RAND_5004,ATM_GEN_16371,21.59983,71.21169,"Amreli, India",2025-09-08 20:15:04,Open
552,CMP10551,UPI Phishing,8377,MULE_BLR_622,ATM_BLR_4860,12.990428264481043,77.60287423699499,Bangalore Urban,2025-10-04 10:51:07,Open
553,CMP10552,Job Scam,85649,MULE_RAND_8715,ATM_GEN_43198,24.41288,76.56719,"Aklera, India",2025-06-24 01:17:22,Open
554,CMP10553,Matrimonial Scam,36187,MULE_RAND_2652,ATM_GEN_36722,9.82564,78.25795,"Tiruppuvanam, India",2025-02-06 03:19:12,Open
555,CMP10554,UPI Phishing,12142,MULE_BLR_824,ATM_BLR_3607,12.981953737607848,77.6093179079348,Bangalore Urban,2025-04-25 06:28:27,Open
556,CMP10555,Matrimonial Scam,36805,MULE_RAND_7106,ATM_GEN_37893,11.12018,76.11996,"Manjeri, India",2025-06-07 01:17:30,Open
557,CMP10556,UPI Phishing,11496,MULE_BLR_831,ATM_BLR_7292,12.95741158421362,77.61250474059571,Bangalore Urban,2025-09-26 15:55:25,Open
558,CMP10557,Lottery Fraud,55775,MULE_RAND_2241,ATM_GEN_78869,24.05979,77.40858,"Leteri, India",2025-04-29 22:02:49,Open
559,CMP10558,UPI Phishing,16716,MULE_BLR_513,ATM_BLR_6187,12.967748652227847,77.57709865425477,Bangalore Urban,2025-09-15 20:33:21,Open
560,CMP10559,Job Scam,92582,MULE_RAND_6774,ATM_GEN_95948,22.19303,88.18466,"Diamond Harbour, India",2025-07-03 19:06:26,Open
561,CMP10560,Matrimonial Scam,13591,MULE_RAND_2562,ATM_GEN_16951,23.18,88.58,"Aistala, India",2025-05-14 12:03:04,Open
562,CMP10561,Matrimonial Scam,57983,MULE_RAND_9886,ATM_GEN_63664,32.55531,76.12647,"Chamba, India",2025-10-17 16:37:19,Open
563,CMP10562,Job Scam,10974,MULE_RAND_3465,ATM_GEN_12506,12.25282,79.41727,"Gingee, India",2025-05-17 15:06:42,Open
564,CMP10563,UPI Phishing,16958,MULE_BLR_235,ATM_BLR_4497,12.973987172170581,77.60557272802355,Bangalore Urban,2025-09-30 23:04:58,Open
565,CMP10564,Lottery Fraud,51642,MULE_RAND_5669,ATM_GEN_31307,26.32293,91.00632,"Barpeta, India",2025-04-16 05:07:26,Open
566,CMP10565,Lottery Fraud,46496,MULE_RAND_8621,ATM_GEN_43517,16.06213,76.0586,"Hungund, India",2025-04-08 15:15:07,Open
567,CMP10566,Matrimonial Scam,65507,MULE_RAND_5294,ATM_GEN_45176,30.21121,74.4818,"Malaut, India",2025-02-16 20:35:39,Open
568,CMP10567,UPI Phishing,15515,MULE_BLR_403,ATM_BLR_7425,12.973193974989712,77.60602557318927,Bangalore Urban,2025-10-08 02:51:26,Open
569,CMP10568,Matrimonial Scam,30097,MULE_RAND_1735,ATM_GEN_68927,18.18158,76.03889,"Osmanabad, India",2025-05-03 13:07:12,Open
570,CMP10569,Job Scam,23367,MULE_RAND_6534,ATM_GEN_69005,33.37526,74.3092,"Rajaori, India",2025-10-16 12:09:12,Open
571,CMP10570,UPI Phishing,4255,MULE_BLR_688,ATM_BLR_4772,12.966498034272654,77.60058536420273,Bangalore Urban,2025-07-28 02:36:50,Open
572,CMP10571,Lottery Fraud,9503,MULE_RAND_5168,ATM_GEN_33898,23.07492,88.28637,"Pandua, India",2025-03-16 09:17:28,Open
573,CMP10572,Matrimonial Scam,42010,MULE_RAND_6254,ATM_GEN_49522,28.98002,77.70636,"Meerut, India",2025-10-14 20:17:39,Open
574,CMP10573,UPI Phishing,14753,MULE_BLR_479,ATM_BLR_8603,12.968663517117474,77.60940105113178,Bangalore Urban,2025-07-08 01:03:28,Open
575,CMP10574,Investment Scam,218713,MULE_RINGLEADER_02,ATM_DEL_01,28.63175441077256,77.21714832696965,Connaught Place Block A,2025-04-18 09:09:47,Open
576,CMP10575,UPI Phishing,12326,MULE_BLR_881,ATM_BLR_7876,12.9820478548788,77.61063368546348,Bangalore Urban,2025-10-09 09:37:18,Open
577,CMP10576,UPI Phishing,17497,MULE_BLR_616,ATM_BLR_1973,12.982219538998182,77.60138154129145,Bangalore Urban,2025-08-17 23:20:53,Open
578,CMP10577,UPI Phishing,3568,MULE_BLR_480,ATM_BLR_5880,12.9692766775475,77.59968760081958,Bangalore Urban,2025-10-23 05:39:04,Open
579,CMP10578,Lottery Fraud,64208,MULE_RAND_4848,ATM_GEN_73489,23.18,88.58,"Aistala, India",2025-08-20 18:29:34,Open
580,CMP10579,Lottery Fraud,70986,MULE_RAND_6900,ATM_GEN_22842,11.00599,77.5609,"Kangayam, India",2025-02-09 00:58:16,Open
581,CMP10580,Matrimonial Scam,76358,MULE_RAND_7600,ATM_GEN_19358,18.18158,76.03889,"Osmanabad, India",2025-04-26 01:13:01,Open
582,CMP10581,Matrimonial Scam,15572,MULE_RAND_3148,ATM_GEN_83071,30.21121,74.4818,"Malaut, India",2025-05-21 03:39:19,Open
583,CMP10582,Lottery Fraud,36550,MULE_RAND_9840,ATM_GEN_61013,20.88098,75.11937,"Parola, India",2025-04-28 09:20:17,Open
584,CMP10583,Investment Scam,464281,MULE_RINGLEADER_02,ATM_DEL_01,28.63177064082389,77.2168676428457,Connaught Place Block A,2025-01-06 11:52:20,Open
585,CMP10584,Lottery Fraud,84999,MULE_RAND_2267,ATM_GEN_73313,9.57046,76.32756,"Kalavoor, India",2025-02-19 03:50:19,Open
586,CMP10585,Investment Scam,480306,MULE_RINGLEADER_01,ATM_DEL_02,28.628689438783493,77.21874441772636,Connaught Place Block B,2025-04-17 12:46:00,Open
587,CMP10586,Investment Scam,284966,MULE_RINGLEADER_02,ATM_DEL_01,28.631388770911144,77.21675283346084,Connaught Place Block A,2025-01-18 16:14:13,Open
588,CMP10587,Lottery Fraud,41042,MULE_RAND_7428,ATM_GEN_13033,34.08565,74.80555,"Srinagar, India",2025-08-03 21:40:45,Open
589,CMP10588,Matrimonial Scam,74115,MULE_RAND_1207,ATM_GEN_98754,22.88783,84.13864,"Jashpurnagar, India",2025-09-28 20:24:04,Open
590,CMP10589,Job Scam,82344,MULE_RAND_5536,ATM_GEN_89641,24.81757,84.63445,"Rafiganj, India",2025-09-05 17:22:33,Open
591,CMP10590,UPI Phishing,14383,MULE_BLR_379,ATM_BLR_4908,12.985847822869786,77.57518068032813,Bangalore Urban,2025-10-20 08:31:53,Open
592,CMP10591,Investment Scam,264946,MULE_RINGLEADER_02,ATM_DEL_02,28.628861398258028,77.21902367531621,Connaught Place Block B,2025-07-10 15:19:15,Open
593,CMP10592,Lottery Fraud,95413,MULE_RAND_8545,ATM_GEN_91223,12.95629,78.27539,"Robertsonpet, India",2025-01-05 18:19:18,Open
594,CMP10593,Job Scam,24929,MULE_RAND_2287,ATM_GEN_12691,11.00599,77.5609,"Kangayam, India",2025-07-02 07:05:47,Open
595,CMP10594,Matrimonial Scam,2553,MULE_RAND_5549,ATM_GEN_88419,10.10649,76.35484,"Alwaye, India",2025-06-21 01:28:00,Open
596,CMP10595,Job Scam,91675,MULE_RAND_2858,ATM_GEN_34617,21.53889,71.57737,"Gariadhar, India",2025-03-13 14:23:38,Open
597,CMP10596,Investment Scam,226688,MULE_RINGLEADER_01,ATM_DEL_03,28.631564358153685,77.21998723827552,Barakhamba Road,2025-01-20 22:51:56,Open
598,CMP10597,UPI Phishing,17267,MULE_BLR_475,ATM_BLR_1751,12.979662200882347,77.57848190668162,Bangalore Urban,2025-04-09 01:16:08,Open
599,CMP10598,Lottery Fraud,83269,MULE_RAND_7523,ATM_GEN_38019,10.10649,76.35484,"Alwaye, India",2025-02-14 07:22:09,Open
600,CMP10599,UPI Phishing,15851,MULE_BLR_131,ATM_BLR_1934,12.971826742759323,77.5989049517107,Bangalore Urban,2025-11-16 06:40:23,Open
601,CMP10600,Job Scam,60849,MULE_RAND_7042,ATM_GEN_67305,14.62072,74.83554,"Sirsi, India",2025-06-05 14:51:50,Open
602,CMP10601,Matrimonial Scam,66598,MULE_RAND_3878,ATM_GEN_67567,24.41288,76.56719,"Aklera, India",2025-01-29 18:29:45,Open
603,CMP10602,Investment Scam,250066,MULE_RINGLEADER_01,ATM_DEL_03,28.632230997589737,77.21955460950129,Barakhamba Road,2025-08-13 02:13:37,Open
604,CMP10603,UPI Phishing,4630,MULE_BLR_425,ATM_BLR_2248,12.96385880125898,77.59466478290572,Bangalore Urban,2025-09-02 10:51:33,Open
605,CMP10604,Lottery Fraud,5322,MULE_RAND_6541,ATM_GEN_25877,34.08565,74.80555,"Srinagar, India",2025-02-28 22:11:53,Open
606,CMP10605,Investment Scam,199246,MULE_RINGLEADER_01,ATM_DEL_01,28.631087645199546,77.21672583917422,Connaught Place Block A,2025-02-27 22:37:20,Open
607,CMP10606,Lottery Fraud,28061,MULE_RAND_9121,ATM_GEN_89084,26.2649,81.54855,"Jais, India",2025-02-03 01:56:36,Open
608,CMP10607,Investment Scam,80767,MULE_RINGLEADER_02,ATM_DEL_03,28.6315383546113,77.21998485508655,Barakhamba Road,2025-04-07 09:18:26,Open
609,CMP10608,UPI Phishing,13591,MULE_BLR_357,ATM_BLR_9957,12.969068700216383,77.61377423108326,Bangalore Urban,2025-02-16 00:02:54,Open
610,CMP10609,Lottery Fraud,22920,MULE_RAND_2462,ATM_GEN_65415,27.9247,78.40102,"Chharra, India",2025-08-24 11:17:24,Open
611,CMP10610,Lottery Fraud,63818,MULE_RAND_2412,ATM_GEN_91393,11.12018,76.11996,"Manjeri, India",2025-10-29 05:59:16,Open
612,CMP10611,Matrimonial Scam,37015,MULE_RAND_1225,ATM_GEN_66916,17.34769,78.55757,"Lal Bahadur Nagar, India",2025-05-28 17:22:48,Open
613,CMP10612,Lottery Fraud,41994,MULE_RAND_3098,ATM_GEN_88582,15.45144,78.14797,"Betamcherla, India",2025-06-21 22:27:31,Open
614,CMP10613,Lottery Fraud,36673,MULE_RAND_7149,ATM_GEN_24303,26.2649,81.54855,"Jais, India",2025-08-17 13:27:06,Open
615,CMP10614,Matrimonial Scam,91966,MULE_RAND_3704,ATM_GEN_39124,32.55531,76.12647,"Chamba, India",2025-04-29 14:21:00,Open
616,CMP10615,UPI Phishing,6048,MULE_BLR_309,ATM_BLR_9877,12.967999347096384,77.58751711505997,Bangalore Urban,2025-08-09 20:00:38,Open
617,CMP10616,UPI Phishing,18707,MULE_BLR_497,ATM_BLR_1763,12.980929332884086,77.57647710056546,Bangalore Urban,2025-08-30 04:23:39,Open
618,CMP10617,Job Scam,60899,MULE_RAND_3299,ATM_GEN_85575,25.92493,73.66633,"Sojat, India",2025-08-25 18:10:18,Open
619,CMP10618,Job Scam,41100,MULE_RAND_3470,ATM_GEN_37681,25.87498,86.59611,"Saharsa, India",2025-10-24 05:13:30,Open
620,CMP10619,Job Scam,84637,MULE_RAND_3226,ATM_GEN_20574,30.81383,75.16878,"Moga, India",2025-08-31 22:13:21,Open
621,CMP10620,Matrimonial Scam,27734,MULE_RAND_4182,ATM_GEN_68456,28.98002,77.70636,"Meerut, India",2025-04-13 18:40:50,Open
622,CMP10621,Investment Scam,78246,MULE_RINGLEADER_01,ATM_DEL_01,28.63125703778354,77.21647751474313,Connaught Place Block A,2025-09-14 11:38:11,Open
623,CMP10622,Job Scam,7839,MULE_RAND_7021,ATM_GEN_32061,11.50526,77.23826,"Sathyamangalam, India",2025-03-02 23:52:41,Open
624,CMP10623,Matrimonial Scam,93497,MULE_RAND_5065,ATM_GEN_30640,25.92127,86.79271,"Madhipura, India",2025-03-09 12:03:34,Open
625,CMP10624,Investment Scam,361931,MULE_RINGLEADER_01,ATM_DEL_03,28.63210780689086,77.21956351108328,Barakhamba Road,2025-08-03 08:56:26,Open
626,CMP10625,Investment Scam,476408,MULE_RINGLEADER_01,ATM_DEL_02,28.62933011027824,77.21939841253925,Connaught Place Block B,2025-01-30 03:39:19,Open
627,CMP10626,Job Scam,96618,MULE_RAND_8544,ATM_GEN_77148,10.12268,77.54372,"Periyakulam, India",2025-01-02 00:56:22,Open
628,CMP10627,UPI Phishing,11407,MULE_BLR_817,ATM_BLR_1190,12.97148389074741,77.59441866739775,Bangalore Urban,2025-06-08 15:39:35,Open
629,CMP10628,Investment Scam,117826,MULE_RINGLEADER_01,ATM_DEL_02,28.629027568623645,77.21866002636808,Connaught Place Block B,2025-06-24 22:59:55,Open
630,CMP10629,UPI Phishing,6149,MULE_BLR_173,ATM_BLR_3371,12.990344063049863,77.61130761395421,Bangalore Urban,2025-09-25 17:24:16,Open
631,CMP10630,Investment Scam,306527,MULE_RINGLEADER_02,ATM_DEL_03,28.632098450226586,77.2198849965446,Barakhamba Road,2025-08-19 14:43:17,Open
632,CMP10631,Investment Scam,274516,MULE_RINGLEADER_02,ATM_DEL_01,28.63166028507193,77.21703445567962,Connaught Place Block A,2025-07-02 11:54:06,Open
633,CMP10632,Investment Scam,221544,MULE_RINGLEADER_02,ATM_DEL_03,28.63238469670737,77.22044050580774,Barakhamba Road,2025-04-24 02:44:00,Open
634,CMP10633,Lottery Fraud,12399,MULE_RAND_1957,ATM_GEN_18536,12.04161,75.35927,"Talipparamba, India",2025-03-31 21:30:53,Open
635,CMP10634,Investment Scam,192544,MULE_RINGLEADER_01,ATM_DEL_01,28.63118881205635,77.21708016947126,Connaught Place Block A,2025-04-22 21:19:55,Open
636,CMP10635,Job Scam,94303,MULE_RAND_8035,ATM_GEN_65979,11.00599,77.5609,"Kangayam, India",2025-10-01 00:19:08,Open
637,CMP10636,Matrimonial Scam,86869,MULE_RAND_7547,ATM_GEN_94374,26.32293,91.00632,"Barpeta, India",2025-01-28 15:26:36,Open
638,CMP10637,UPI Phishing,9527,MULE_BLR_938,ATM_BLR_1018,12.97482184108688,77.60687687531806,Bangalore Urban,2025-09-24 22:53:30,Open
639,CMP10638,Job Scam,68765,MULE_RAND_1554,ATM_GEN_10634,30.21121,74.4818,"Malaut, India",2025-04-13 17:49:40,Open
640,CMP10639,Matrimonial Scam,37345,MULE_RAND_1780,ATM_GEN_61336,25.6439,77.9129,"Narwar, India",2025-06-15 02:34:56,Open
641,CMP10640,Job Scam,11406,MULE_RAND_6688,ATM_GEN_17917,26.44931,91.61356,"Rangia, India",2025-07-31 11:41:21,Open
642,CMP10641,Matrimonial Scam,21538,MULE_RAND_1675,ATM_GEN_50922,11.12018,76.11996,"Manjeri, India",2025-09-09 12:23:35,Open
643,CMP10642,Job Scam,43685,MULE_RAND_1093,ATM_GEN_35229,28.71271,77.656,"Pilkhua, India",2025-04-14 03:52:26,Open
644,CMP10643,Lottery Fraud,64528,MULE_RAND_8478,ATM_GEN_78855,11.93381,79.82979,"Puducherry, India",2025-01-28 17:35:16,Open
645,CMP10644,UPI Phishing,14477,MULE_BLR_577,ATM_BLR_4891,12.981890985727205,77.60299252816354,Bangalore Urban,2025-01-24 03:52:00,Open
646,CMP10645,Lottery Fraud,98754,MULE_RAND_8997,ATM_GEN_61102,31.28092,74.85849,"Patti, India",2025-11-04 19:50:01,Open
647,CMP10646,Matrimonial Scam,60983,MULE_RAND_3125,ATM_GEN_78167,16.06213,76.0586,"Hungund, India",2025-08-20 02:12:44,Open
648,CMP10647,Investment Scam,391131,MULE_RINGLEADER_01,ATM_DEL_03,28.631595455546147,77.22018922041275,Barakhamba Road,2025-10-18 20:47:30,Open
649,CMP10648,UPI Phishing,11846,MULE_BLR_352,ATM_BLR_2924,12.970888981245828,77.60463387544551,Bangalore Urban,2025-11-17 02:28:35,Open
650,CMP10649,UPI Phishing,2625,MULE_BLR_239,ATM_BLR_3403,12.960295292361348,77.5903718636512,Bangalore Urban,2025-08-10 01:23:39,Open
651,CMP10650,Job Scam,11061,MULE_RAND_1779,ATM_GEN_44959,11.00599,77.5609,"Kangayam, India",2025-06-20 13:12:24,Open
652,CMP10651,Lottery Fraud,54692,MULE_RAND_6693,ATM_GEN_34132,33.37526,74.3092,"Rajaori, India",2025-07-02 00:34:54,Open
653,CMP10652,UPI Phishing,7211,MULE_BLR_443,ATM_BLR_1073,12.9735437164765,77.60700601186628,Bangalore Urban,2025-09-25 10:56:38,Open
654,CMP10653,UPI Phishing,6906,MULE_BLR_157,ATM_BLR_5485,12.976790473569332,77.5990456568581,Bangalore Urban,2025-04-29 02:20:07,Open
655,CMP10654,Investment Scam,308749,MULE_RINGLEADER_01,ATM_DEL_01,28.631047887641426,77.21711843787836,Connaught Place Block A,2025-09-29 17:59:26,Open
656,CMP10655,Investment Scam,140399,MULE_RINGLEADER_02,ATM_DEL_02,28.628830854683887,77.21875320473163,Connaught Place Block B,2025-06-06 07:39:04,Open
657,CMP10656,UPI Phishing,18760,MULE_BLR_434,ATM_BLR_9311,12.959217845202074,77.5805139345586,Bangalore Urban,2025-04-16 17:31:06,Open
658,CMP10657,Matrimonial Scam,48193,MULE_RAND_2779,ATM_GEN_54819,22.4711,88.1453,"Pujali, India",2025-07-29 16:59:34,Open
659,CMP10658,Lottery Fraud,20204,MULE_RAND_7399,ATM_GEN_64040,23.49668,86.68363,"Adra, India",2025-06-20 00:12:30,Open
660,CMP10659,Job Scam,14751,MULE_RAND_7106,ATM_GEN_81057,11.50526,77.23826,"Sathyamangalam, India",2025-08-21 06:06:20,Open
661,CMP10660,UPI Phishing,14871,MULE_BLR_736,ATM_BLR_4857,12.975799011860724,77.60874321398096,Bangalore Urban,2025-01-16 11:31:45,Open
662,CMP10661,Matrimonial Scam,20663,MULE_RAND_1329,ATM_GEN_60615,20.88197,85.83334,"Bhuban, India",2025-10-13 06:21:08,Open
663,CMP10662,Lottery Fraud,86537,MULE_RAND_6487,ATM_GEN_21410,26.76628,83.36889,"Gorakhpur, India",2025-08-23 11:01:08,Open
664,CMP10663,Lottery Fraud,96587,MULE_RAND_1355,ATM_GEN_32260,21.34222,71.30633,"Kundla, India",2025-01-11 01:04:41,Open
665,CMP10664,UPI Phishing,13888,MULE_BLR_698,ATM_BLR_9381,12.957916086146165,77.58164335758765,Bangalore Urban,2025-02-05 11:13:41,Open
666,CMP10665,Investment Scam,269737,MULE_RINGLEADER_01,ATM_DEL_03,28.632383776973334,77.2200671324001,Barakhamba Road,2025-03-30 21:43:48,Open
667,CMP10666,Matrimonial Scam,22613,MULE_RAND_2308,ATM_GEN_46433,9.82564,78.25795,"Tiruppuvanam, India",2025-10-25 00:05:00,Open
668,CMP10667,Lottery Fraud,91859,MULE_RAND_8907,ATM_GEN_43964,23.1959,86.51499,"Kenda, India",2025-08-12 19:00:40,Open
669,CMP10668,Lottery Fraud,63881,MULE_RAND_3738,ATM_GEN_91769,26.11527,86.59509,"Supaul, India",2025-10-24 08:41:29,Open
670,CMP10669,Lottery Fraud,75313,MULE_RAND_9349,ATM_GEN_68337,20.88098,75.11937,"Parola, India",2025-07-02 17:23:07,Open
671,CMP10670,Job Scam,11312,MULE_RAND_9538,ATM_GEN_92543,17.34769,78.55757,"Lal Bahadur Nagar, India",2025-09-11 00:30:30,Open
672,CMP10671,UPI Phishing,3621,MULE_BLR_816,ATM_BLR_2482,12.95408081323431,77.57879791901689,Bangalore Urban,2025-06-21 17:52:36,Open
673,CMP10672,UPI Phishing,10908,MULE_BLR_792,ATM_BLR_2160,12.986615219403934,77.60469959984826,Bangalore Urban,2025-04-19 00:36:25,Open
674,CMP10673,Lottery Fraud,76318,MULE_RAND_3519,ATM_GEN_75921,23.07492,88.28637,"Pandua, India",2025-08-16 07:40:03,Open
675,CMP10674,Job Scam,36323,MULE_RAND_6879,ATM_GEN_62855,20.88197,85.83334,"Bhuban, India",2025-09-04 12:37:20,Open
676,CMP10675,Matrimonial Scam,19835,MULE_RAND_2048,ATM_GEN_53899,24.41288,76.56719,"Aklera, India",2025-02-05 10:26:27,Open
677,CMP10676,Lottery Fraud,50278,MULE_RAND_1337,ATM_GEN_21960,21.59983,71.21169,"Amreli, India",2025-05-16 03:13:55,Open
678,CMP10677,UPI Phishing,7045,MULE_BLR_249,ATM_BLR_9315,12.985001438322184,77.58367711641883,Bangalore Urban,2025-06-08 14:04:48,Open
679,CMP10678,Job Scam,24425,MULE_RAND_5500,ATM_GEN_81163,12.25282,79.41727,"Gingee, India",2025-05-05 16:28:47,Open
680,CMP10679,Lottery Fraud,30912,MULE_RAND_5790,ATM_GEN_84174,12.95629,78.27539,"Robertsonpet, India",2025-03-04 10:59:46,Open
681,CMP10680,Investment Scam,128000,MULE_RINGLEADER_01,ATM_DEL_01,28.631224375242688,77.21718678421648,Connaught Place Block A,2025-05-09 01:59:34,Open
682,CMP10681,Lottery Fraud,30930,MULE_RAND_3436,ATM_GEN_42444,15.5439,73.7553,"Calangute, India",2025-09-27 09:30:26,Open
683,CMP10682,UPI Phishing,5697,MULE_BLR_381,ATM_BLR_5473,12.986316028749387,77.6077003131167,Bangalore Urban,2025-07-12 10:06:21,Open
684,CMP10683,Job Scam,19684,MULE_RAND_7313,ATM_GEN_99197,11.00599,77.5609,"Kangayam, India",2025-09-15 07:43:34,Open
685,CMP10684,Matrimonial Scam,26550,MULE_RAND_8388,ATM_GEN_76746,25.66795,85.83636,"Dalsingh Sarai, India",2025-11-12 22:59:06,Open
686,CMP10685,UPI Phishing,19169,MULE_BLR_370,ATM_BLR_4775,12.985775263145923,77.59645320388613,Bangalore Urban,2025-10-23 08:22:17,Open
687,CMP10686,Matrimonial Scam,2746,MULE_RAND_7078,ATM_GEN_21275,12.04161,75.35927,"Talipparamba, India",2025-06-26 15:17:05,Open
688,CMP10687,Lottery Fraud,50159,MULE_RAND_3870,ATM_GEN_51092,21.46527,83.97573,"Sambalpur, India",2025-05-03 03:30:44,Open
689,CMP10688,UPI Phishing,14808,MULE_BLR_684,ATM_BLR_8774,12.979676982340774,77.60551085090508,Bangalore Urban,2025-04-09 00:31:40,Open
690,CMP10689,Job Scam,44458,MULE_RAND_1511,ATM_GEN_15633,26.76628,83.36889,"Gorakhpur, India",2025-02-15 00:28:03,Open
691,CMP10690,Matrimonial Scam,59726,MULE_RAND_1532,ATM_GEN_82937,25.66795,85.83636,"Dalsingh Sarai, India",2025-07-19 20:23:04,Open
692,CMP10691,Matrimonial Scam,22119,MULE_RAND_4660,ATM_GEN_69521,18.87813,72.93924,"Uran, India",2025-09-13 09:50:20,Open
693,CMP10692,UPI Phishing,6393,MULE_BLR_125,ATM_BLR_9616,12.98922289843868,77.58223670500055,Bangalore Urban,2025-07-30 17:20:19,Open
694,CMP10693,Job Scam,30409,MULE_RAND_8314,ATM_GEN_28866,28.92694,78.23456,"Bachhraon, India",2025-06-10 11:44:47,Open
695,CMP10694,UPI Phishing,5553,MULE_BLR_983,ATM_BLR_8103,12.951719852855982,77.61427233353005,Bangalore Urban,2025-01-22 01:13:07,Open
696,CMP10695,Lottery Fraud,13382,MULE_RAND_7112,ATM_GEN_62206,18.18158,76.03889,"Osmanabad, India",2025-07-21 08:12:19,Open
697,CMP10696,UPI Phishing,5377,MULE_BLR_475,ATM_BLR_8072,12.970613596170063,77.58112074184561,Bangalore Urban,2025-05-21 12:01:40,Open
698,CMP10697,Job Scam,23013,MULE_RAND_3175,ATM_GEN_36351,23.49668,86.68363,"Adra, India",2025-08-31 21:13:55,Open
699,CMP10698,Investment Scam,274100,MULE_RINGLEADER_02,ATM_DEL_03,28.63234343573425,77.22031515891071,Barakhamba Road,2025-06-21 16:07:13,Open
700,CMP10699,Lottery Fraud,84864,MULE_RAND_6307,ATM_GEN_75215,34.08565,74.80555,"Srinagar, India",2025-03-21 01:18:01,Open
701,CMP10700,Job Scam,52375,MULE_RAND_9235,ATM_GEN_55240,23.1959,86.51499,"Kenda, India",2025-08-02 07:05:53,Open
702,CMP10701,Lottery Fraud,77596,MULE_RAND_8140,ATM_GEN_36441,24.81757,84.63445,"Rafiganj, India",2025-04-22 20:37:34,Open
703,CMP10702,Investment Scam,215014,MULE_RINGLEADER_01,ATM_DEL_02,28.629147670278254,77.21869418458057,Connaught Place Block B,2025-06-20 03:32:16,Open
704,CMP10703,Matrimonial Scam,33966,MULE_RAND_7840,ATM_GEN_18838,24.41288,76.56719,"Aklera, India",2025-02-17 03:46:23,Open
705,CMP10704,Lottery Fraud,22842,MULE_RAND_7624,ATM_GEN_76010,25.49043,85.94001,"Teghra, India",2025-09-02 16:13:59,Open
706,CMP10705,Matrimonial Scam,17042,MULE_RAND_8238,ATM_GEN_21431,25.92127,86.79271,"Madhipura, India",2025-10-03 15:39:19,Open
707,CMP10706,Job Scam,31269,MULE_RAND_9107,ATM_GEN_14344,10.12268,77.54372,"Periyakulam, India",2025-05-01 16:24:04,Open
